,gnz-id,name,club,step,division,competition,round-type,fx-total,fx-d,fx-e,ph-total,ph-d,ph-e,sr-total,sr-d,sr-e,vt-total,vt-d,vt-e,pb-total,pb-d,pb-e,hb-total,hb-d,hb-e,aa-score,aa-rank,date-created
10,,Benjamin Raoult,Harbour,Level 7,NONE,2022 New Zealand Gymnastics Championships - Artistic,Team and All-around Finals,12.433,4.5,7.933,0.0,0.0,0.0,11.933,2.8,9.133,11.833,2.7,9.133,11.933,3.4,8.533,0.0,0.0,0.0,48.132,,2022-07-13
11,,Dalton Baard,Harbour,Level 7,NONE,2022 New Zealand Gymnastics Championships - Artistic,Team and All-around Finals,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000,,2022-07-13
12,,Kuyu Kawase,Harbour,Level 7,NONE,2022 New Zealand Gymnastics Championships - Artistic,Team and All-around Finals,0.0,0.0,0.0,0.0,0.0,0.0,12.4,2.8,9.6,0.0,0.0,0.0,13.2,3.6,9.6,0.0,0.0,0.0,25.600,,2022-07-13
13,,Henry Roberts,Top of the South,Level 7,NONE,2022 New Zealand Gymnastics Championships - Artistic,Team and All-around Finals,13.5,5.0,8.5,11.8,3.5,8.6,11.333,2.7,8.633,11.233,2.9,8.333,12.933,3.9,9.033,11.966,2.6,9.366,72.765,,2022-07-13
14,,Frankie Lowrie,Waikato,Level 7,NONE,2022 New Zealand Gymnastics Championships - Artistic,Team and All-around Finals,11.933,3.9,8.033,11.066,3.0,8.066,11.933,2.8,9.133,10.4,1.6,8.8,12.766,3.6,9.166,11.0,2.7,8.3,69.098,,2022-07-13
15,,Ihaka Taituha,Waikato,Level 7,NONE,2022 New Zealand Gymnastics Championships - Artistic,Team and All-around Finals,13.366,4.7,8.666,11.333,3.8,7.533,12.6,3.7,8.9,12.5,3.7,8.8,13.633,3.9,9.733,12.433,3.2,9.233,75.865,,2022-07-13
16,,Jaron Trenberth,Waikato,Level 7,NONE,2022 New Zealand Gymnastics Championships - Artistic,Team and All-around Finals,11.366,4.3,7.066,7.433,2.3,5.433,12.3,3.9,8.4,10.566,2.4,8.166,12.733,3.6,9.133,11.866,2.6,9.266,66.264,,2022-07-13
17,,Joshua Chisholm,Waikato,Level 7,NONE,2022 New Zealand Gymnastics Championships - Artistic,Team and All-around Finals,12.166,4.5,7.666,12.033,3.3,8.733,12.0,3.0,9.0,9.866,2.4,7.466,12.566,3.2,9.366,12.233,2.8,9.433,70.864,,2022-07-13
18,,Andrew Bullock,Waikato,Level 7,NONE,2022 New Zealand Gymnastics Championships - Artistic,Team and All-around Finals,13.333,5.5,7.833,0.0,0.0,0.0,0.0,0.0,0.0,11.666,3.0,8.666,0.0,0.0,0.0,0.0,0.0,0.0,24.999,,2022-07-13
19,,Caleb Reidy,Wellington,Level 7,NONE,2022 New Zealand Gymnastics Championships - Artistic,Team and All-around Finals,12.966,4.4,8.566,11.2,3.7,7.5,11.8,2.9,8.9,8.8,1.6,7.2,13.0,3.7,9.3,12.4,3.8,8.6,70.166,,2022-07-13
20,,Elijah Stewart,Wellington,Level 7,NONE,2022 New Zealand Gymnastics Championships - Artistic,Team and All-around Finals,13.3,5.2,8.1,11.633,4.2,7.433,12.466,4.1,8.366,12.8,3.7,9.1,13.066,3.8,9.266,12.133,3.4,8.733,75.398,,2022-07-13
21,,Henry Lee,Wellington,Level 7,NONE,2022 New Zealand Gymnastics Championships - Artistic,Team and All-around Finals,11.666,4.6,7.066,10.433,3.1,7.333,11.933,3.3,8.633,10.966,1.6,9.366,11.933,3.1,8.833,6.566,1.5,8.066,63.497,,2022-07-13
22,,Theo Barraud,Wellington,Level 7,NONE,2022 New Zealand Gymnastics Championships - Artistic,Team and All-around Finals,13.466,5.6,7.866,11.333,3.1,8.233,11.8,3.2,8.6,11.566,2.9,8.666,12.7,3.9,8.8,12.733,3.4,9.333,73.598,,2022-07-13
